compound,concentration_M,cell_line,sd,num_samples,mean_via,CV
ACTB-1003,3e-9,SKBR3,0.9234555729205428,3,105.02768121200918,0.00879249700901663
ACTB-1003,3e-9,SUM159,0.7474625868584408,3,101.43577374679451,0.007368826196606614
ACTB-1003,1e-8,SKBR3,2.8614342204602976,3,104.1424383667457,0.027476159242436158
ACTB-1003,1e-8,SUM159,0.33801206134333833,3,99.02446664652747,0.003413419660717673
ACTB-1003,3e-8,SKBR3,3.900838908598267,3,106.79129602639429,0.03652768581096857
ACTB-1003,3e-8,SUM159,4.370239521488671,3,96.89860407067061,0.04510116077937866
ACTB-1003,1e-7,SKBR3,2.699705651565938,3,106.41214283837155,0.025370278048685635
ACTB-1003,1e-7,SUM159,1.8321946466437187,3,98.6493125544991,0.018572807039395407
ACTB-1003,3e-7,SKBR3,3.263267222919245,3,106.5353190983985,0.030630848534890252
ACTB-1003,3e-7,SUM159,2.8942072084081207,3,91.6777682222744,0.03156934624969342
ACTB-1003,1e-6,SKBR3,1.9901209945056204,3,98.83293345137449,0.020136212950562213
ACTB-1003,1e-6,SUM159,5.409817657775209,3,73.42402076181729,0.07367912573630778
ACTB-1003,3e-6,SKBR3,3.97233860913239,3,78.20725415044802,0.05079245719956828
ACTB-1003,3e-6,SUM159,3.272411448728679,3,39.47739040682038,0.08289330715647594
ACTB-1003,3e-5,SKBR3,0.19600727578371324,3,3.1433972565366384,0.06235523536712378
ACTB-1003,3e-5,SUM159,0.06574204543207127,3,0.8869877522587254,0.07411832380397398
CC-401,3e-9,SKBR3,2.5265302709630055,3,103.96535165806384,0.024301656567974884
CC-401,3e-9,SUM159,3.938760425313708,3,101.76528765674948,0.038704360946720855
CC-401,1e-8,SKBR3,5.775275752839449,3,103.9047401923281,0.05558240886940663
CC-401,1e-8,SUM159,5.048517779592474,3,102.03175813758672,0.04947986658021418
CC-401,3e-8,SKBR3,2.518569192352658,3,105.09247084516524,0.023965267655218753
CC-401,3e-8,SUM159,2.830615348204741,3,100.69969445155834,0.028109473058693445
CC-401,1e-7,SKBR3,3.717800278434906,3,100.07840413503851,0.03714887652902995
CC-401,1e-7,SUM159,2.457572908943633,3,99.89057750543154,0.02460264992271171
CC-401,3e-7,SKBR3,2.1555832190454436,3,99.79047975726732,0.02160109084843298
CC-401,3e-7,SUM159,4.185416255315591,3,98.35706746078101,0.04255328430755103
CC-401,1e-6,SKBR3,4.067029660013976,3,94.45776803290238,0.04305659285319246
CC-401,1e-6,SUM159,2.1609492824186063,3,102.80014523199011,0.0210208777190146
CC-401,3e-6,SKBR3,2.082997112703916,3,91.0394896302685,0.022880149275478455
CC-401,3e-6,SUM159,3.4093003006966063,3,104.83007838036862,0.032522157317541996
CC-401,3e-5,SKBR3,3.232319931262449,3,68.1765802566945,0.047411001242542605
CC-401,3e-5,SUM159,2.7015295635442476,3,52.477412333166875,0.0514798547305051
Ceritinib,3e-9,SKBR3,3.013292079261794,3,104.38339585230301,0.028867542147464172
Ceritinib,3e-9,SUM159,1.3803007020815163,3,102.65253474106598,0.013446338227918393
Ceritinib,1e-8,SKBR3,1.9623161501432311,3,104.50709782188798,0.01877686961978044
Ceritinib,1e-8,SUM159,2.6253270650555445,3,103.74839494687161,0.02530474872791955
Ceritinib,3e-8,SKBR3,4.208144796226183,3,102.05776588966134,0.04123296997090622
Ceritinib,3e-8,SUM159,2.6289326516983382,3,102.81937771531626,0.025568455189227672
Ceritinib,1e-7,SKBR3,3.7766254396482495,3,99.84810906994531,0.03782370517405251
Ceritinib,1e-7,SUM159,3.65417410768992,3,97.1416000665963,0.03761698494964843
Ceritinib,3e-7,SKBR3,2.8280061853058838,3,96.36512293449962,0.02934678127508963
Ceritinib,3e-7,SUM159,8.15313923650094,3,90.81500987471648,0.08977744150166997
Ceritinib,1e-6,SKBR3,5.351196002880946,3,89.08337131053304,0.06006952727717694
Ceritinib,1e-6,SUM159,11.106278175502824,3,53.85774269104879,0.20621506993364389
Ceritinib,3e-6,SKBR3,4.094152399290237,3,10.719991840962424,0.381917492105355
Ceritinib,3e-6,SUM159,0.137001779902697,3,1.4385832582517815,0.09523382057788335
Ceritinib,3e-5,SKBR3,0.1016394112349884,3,0.4913165788564785,0.2068715276646077
Ceritinib,3e-5,SUM159,0.0782138492347061,3,0.27876244207866596,0.28057527639478197
DMSO,0,BT-474,4.005451242863449,84,100,0.04005451242863449
DMSO,0,HCC1806,1.5186918364714126,96,100,0.015186918364714126
DMSO,0,SKBR3,2.0392936629498744,48,100,0.020392936629498745
DMSO,0,SUM159,2.7603584241494263,48,100,0.027603584241494263
GDC-0994,3e-9,BT-474,6.160539199506937,3,101.59149733656353,0.06064030318499611
GDC-0994,3e-9,HCC1806,0.9065639339261612,3,97.1464173544071,0.009331933782167772
GDC-0994,1e-8,BT-474,6.101658957817746,3,100.95032914940967,0.06044218982968444
GDC-0994,1e-8,HCC1806,2.658224480186976,3,94.84041890625845,0.028028392439033836
GDC-0994,3e-8,BT-474,7.613978484288066,3,97.58125955128011,0.07802705682730843
GDC-0994,3e-8,HCC1806,4.123753717560788,3,91.96566684424704,0.04484014370868178
GDC-0994,1e-7,BT-474,3.5016721430856683,3,94.34655795822572,0.03711499623161791
GDC-0994,1e-7,HCC1806,6.220449787280656,3,88.34368214963334,0.0704119370612681
GDC-0994,3e-7,BT-474,5.02641339642894,3,95.29419597953321,0.05274627006148923
GDC-0994,3e-7,HCC1806,3.1889974685708906,3,81.50476440501282,0.03912651600002363
GDC-0994,1e-6,BT-474,9.176481530331154,3,97.79502945964677,0.0938338234676605
GDC-0994,1e-6,HCC1806,4.034699055987704,3,81.62755595413762,0.049428149707858415
GDC-0994,3e-6,BT-474,10.609695462279054,3,100.91312220100683,0.10513692600993768
GDC-0994,3e-6,HCC1806,3.663364110594791,3,84.85210657839329,0.043173519884391755
GDC-0994,3e-5,BT-474,6.6974310610012635,3,88.4325500733746,0.07573490819211076
GDC-0994,3e-5,HCC1806,2.628106155231573,3,73.51703412399745,0.03574826142739763
JANEX-1,3e-9,SKBR3,3.143432059270974,3,106.24095937657843,0.029587760480671695
JANEX-1,3e-9,SUM159,6.11013191217671,3,101.34358997393781,0.060291251905996546
JANEX-1,1e-8,SKBR3,0.4796190833056881,3,104.85905020629416,0.0045739407553483545
JANEX-1,1e-8,SUM159,1.827986864638771,3,102.53716019788011,0.01782755501625998
JANEX-1,3e-8,SKBR3,1.8197021607524047,3,107.36398448130875,0.0169489067450659
JANEX-1,3e-8,SUM159,2.083839174661303,3,104.06782010885814,0.020023857254639742
JANEX-1,1e-7,SKBR3,3.261990094095121,3,105.20599063893654,0.03100574477065819
JANEX-1,1e-7,SUM159,3.0555000045323073,3,101.72881661630592,0.030035737229273413
JANEX-1,3e-7,SKBR3,2.6167712586439826,3,103.74178126307011,0.0252238898039386
JANEX-1,3e-7,SUM159,3.6521164042122516,3,97.90916264129874,0.037301068722160276
JANEX-1,1e-6,SKBR3,5.886259247472125,3,101.39694369980955,0.05805164369548134
JANEX-1,1e-6,SUM159,4.057828511234134,3,96.19780928007442,0.04218213015038626
JANEX-1,3e-6,SKBR3,1.498965814890922,3,100.15128166930467,0.01496701579756557
JANEX-1,3e-6,SUM159,1.914510366966444,3,92.52377490758927,0.020692090966658194
JANEX-1,3e-5,SKBR3,2.9217419890568057,3,61.4431707616423,0.04755194031882203
JANEX-1,3e-5,SUM159,2.811694349648356,3,59.2436759175829,0.047459822607224054
K-252a,3e-9,BT-474,7.61354090144237,3,113.36870358833042,0.06715734290381413
K-252a,3e-9,HCC1806,5.491623318283086,6,91.35310884661865,0.060114246659120164
K-252a,3e-9,SKBR3,4.239437920867853,3,92.35944725731409,0.04590150814844905
K-252a,3e-9,SUM159,6.889935804845207,3,68.70220387303759,0.10028696921539638
K-252a,1e-8,BT-474,6.302321411927753,3,105.64473594669306,0.059655801639826346
K-252a,1e-8,HCC1806,5.310465194990365,6,81.76964842969848,0.06494420970338452
K-252a,1e-8,SKBR3,2.0456118886041024,3,90.43221222358824,0.022620389773794866
K-252a,1e-8,SUM159,1.2101209292727495,3,63.815303881550534,0.01896286401015798
K-252a,3e-8,BT-474,7.733383235563383,3,99.5815266416836,0.07765881380177882
K-252a,3e-8,HCC1806,6.165309854093409,6,75.76121859276307,0.0813781769698506
K-252a,3e-8,SKBR3,4.174233715105612,3,87.80978107856272,0.04753722949577745
K-252a,3e-8,SUM159,2.995069398530233,3,72.1701064521571,0.04150013829501166
K-252a,1e-7,BT-474,6.796834526592626,3,91.62990157436491,0.07417703620554975
K-252a,1e-7,HCC1806,13.03610137583763,6,62.284012151853865,0.20930092531698946
K-252a,1e-7,SKBR3,3.7754372411837736,3,81.84568889915172,0.046128724578710256
K-252a,1e-7,SUM159,9.681526304459398,3,34.67310352954979,0.27922295147904536
K-252a,3e-7,BT-474,4.457306026423045,3,81.25557834061192,0.05485538491571185
K-252a,3e-7,HCC1806,8.30787494588249,6,26.114452526966787,0.31813322286972934
K-252a,3e-7,SKBR3,4.850491148900417,3,69.21662327820944,0.07007696878543675
K-252a,3e-7,SUM159,2.5997311030485117,3,12.882740902898005,0.2017995333946129
K-252a,1e-6,BT-474,7.60334718592208,3,58.90390004130654,0.12908053932914815
K-252a,1e-6,HCC1806,1.5084932696907798,6,13.031880878200479,0.11575407140301314
K-252a,1e-6,SKBR3,1.8770001166387535,3,54.345458600928204,0.034538306694990244
K-252a,1e-6,SUM159,1.4529571910573968,3,6.469506723188583,0.2245854673664034
K-252a,3e-6,BT-474,4.6113459702120485,3,21.308893041032615,0.21640476402656839
K-252a,3e-6,HCC1806,2.0716625080723476,6,5.96103815843839,0.3475338444428042
K-252a,3e-6,SKBR3,2.795330650211304,3,40.00667397390414,0.06987160822303456
K-252a,3e-6,SUM159,0.8480669786734746,3,4.8199034574272615,0.17595103017398414
