pearson_r,pearson_p,spearman_r,spearman_p,feature,abs_pearson_r,abs_spearman_r,rank,feature_type
-0.10310300528295548,2.255484857421013e-162,-0.1093852766082695,1.2571202393251995e-182,act_p38_delta,0.10310300528295548,0.1093852766082695,87,Activation
0.10261776574406307,7.35943097026107e-161,0.028155011128279728,1.3941318765047332e-13,act_TGFBR1,0.10261776574406307,0.028155011128279728,88,Activation
-0.10253366210150223,1.3441526507066023e-160,-0.12044714799901211,2.861527863928767e-221,act_SNARK,0.10253366210150223,0.12044714799901211,89,Activation
-0.10240010647663148,3.494816869745861e-160,-0.1288345193972973,4.052536940704605e-253,act_IRAK1,0.10240010647663148,0.1288345193972973,90,Activation
0.10115624868860554,2.408871853709771e-156,0.11950596067857867,7.815889029213342e-218,act_CDK13,0.10115624868860554,0.11950596067857867,91,Activation
-0.10095167525902146,1.01983264292107e-155,-0.11211188926157789,8.474349729798288e-192,act_CDK8,0.10095167525902146,0.11211188926157789,92,Activation
0.10060062816412185,1.2049263897756012e-154,0.05236729113046895,4.1584637889003e-43,act_ACVR2B,0.10060062816412185,0.05236729113046895,93,Activation
0.10058125265893932,1.3805146751183838e-154,0.0717659785444017,1.8323183398889587e-79,act_STK11,0.10058125265893932,0.0717659785444017,94,Activation
0.10055189304332326,1.6964590928590158e-154,0.06536054936912102,3.351322493336013e-66,act_TEC,0.10055189304332326,0.06536054936912102,95,Activation
0.10036626432472784,6.234683039236818e-154,0.0961696467829139,1.953712469394262e-141,act_FAM83B,0.10036626432472784,0.0961696467829139,96,Activation
-0.10017758173527441,2.335047865703129e-153,-0.09923180664226267,1.6839954385875914e-150,act_JNK2,0.10017758173527441,0.09923180664226267,97,Activation
0.1001267054358354,3.332277457809237e-153,0.11282846965365356,3.016323727102246e-194,act_CCNA2,0.1001267054358354,0.11282846965365356,98,Activation
-0.09958051688190774,1.4989254246709684e-151,-0.10369329011548806,3.1780504658217726e-164,act_PIKFYVE,0.09958051688190774,0.10369329011548806,99,Activation
0.09927857900981692,1.21799985733552e-150,0.07484056049353892,2.8520207267469683e-86,act_PDXK,0.09927857900981692,0.07484056049353892,100,Activation
-0.09826943373316072,1.277158327350609e-147,-0.13427681069679007,5.734993399884491e-275,act_BIKE,0.09826943373316072,0.13427681069679007,101,Activation
0.0967040141120657,5.368252943452323e-143,0.10715717244232581,2.645956100526856e-175,act_CCNI,0.0967040141120657,0.10715717244232581,102,Activation
-0.09552763828886042,1.4279742395084789e-139,-0.09378394589533127,1.4223648335877706e-134,act_WNK4,0.09552763828886042,0.09378394589533127,103,Activation
-0.09493170182593252,7.472783025580876e-138,-0.09983779407469931,2.5019398180735347e-152,act_MEK4,0.09493170182593252,0.09983779407469931,104,Activation
-0.09492502181976849,7.81063861667975e-138,-0.11460645061793204,2.1624742894561282e-200,act_PAK2,0.09492502181976849,0.11460645061793204,105,Activation
0.09405733838088089,2.3741506610426924e-135,0.04541722402155242,7.70036956468069e-33,act_RPS6KA3,0.09405733838088089,0.04541722402155242,106,Activation
-0.09375298041818157,1.741522852846049e-134,-0.10164679738186691,7.477312290960379e-158,act_KIT_autoinhibited,0.09375298041818157,0.10164679738186691,107,Activation
0.0937123507200326,2.271128137711823e-134,0.11650562563374363,4.601057840381478e-207,act_CCNT2,0.0937123507200326,0.11650562563374363,108,Activation
-0.09314085296364769,9.394111993182332e-133,-0.11650913440595427,4.47122785835061e-207,act_TAK1,0.09314085296364769,0.11650913440595427,109,Activation
0.09272892259209387,1.354804741941489e-131,0.023883342483133767,3.5124308218971747e-10,act_MARK4,0.09272892259209387,0.023883342483133767,110,Activation
0.09254302604414093,4.5000311563556925e-131,0.018074440460745914,2.0547288480226065e-6,act_ACVR1,0.09254302604414093,0.018074440460745914,111,Activation
-0.09224526366120317,3.0624358271521577e-130,-0.12252467571909889,5.932355108969551e-229,act_DRAK2,0.09224526366120317,0.12252467571909889,112,Activation
0.09185773842339821,3.680554411952172e-129,0.07278478412297258,1.0937771305663988e-81,act_CDK5,0.09185773842339821,0.07278478412297258,113,Activation
0.0914471465948059,5.069996515187874e-128,0.04918191755864245,3.196770897077398e-38,act_GSK3B,0.0914471465948059,0.04918191755864245,114,Activation
-0.09141735506689479,6.12994102969268e-128,-0.11122083467279208,8.92623371079886e-189,act_ROCK1,0.09141735506689479,0.11122083467279208,115,Activation
-0.09089567735534836,1.6857672653529688e-126,-0.1056173350659239,2.4759872086954586e-170,act_TRKB,0.09089567735534836,0.1056173350659239,116,Activation
-0.09083932202163592,2.4087181569555746e-126,-0.12311510830343826,3.6724622408765364e-231,act_SNRK,0.09083932202163592,0.12311510830343826,117,Activation
0.09080374994693433,3.016936198896812e-126,0.12045737108237303,2.6249456524106254e-221,act_CCNK,0.09080374994693433,0.12045737108237303,118,Activation
-0.09077030687535802,3.727852304913018e-126,-0.10261438896420817,7.539662721179005e-161,act_PIM3,0.09077030687535802,0.10261438896420817,119,Activation
-0.09001558589298723,4.3262394111198366e-124,-0.128344283944284,3.3888401700530074e-251,act_RIPK4,0.09001558589298723,0.128344283944284,120,Activation
-0.09000704083669776,4.564433257833719e-124,-0.0576661630191787,6.53938012901957e-52,act_PIM2,0.09000704083669776,0.0576661630191787,121,Activation
-0.08947223711433268,1.2933413374542771e-122,-0.10950441636995435,5.051949057376088e-183,act_TRKC,0.08947223711433268,0.10950441636995435,122,Activation
-0.08906575821420942,1.6206739788366982e-121,-0.13505708419258194,3.542596954246226e-278,act_IGF1R,0.08906575821420942,0.13505708419258194,123,Activation
0.08900229446160236,2.402522058986298e-121,0.0953283654308396,5.378554455060945e-139,act_MLLT1,0.08900229446160236,0.0953283654308396,124,Activation
0.08878771456942176,9.07471785660018e-121,0.07787562466285836,2.83784011876426e-93,act_MAP2K6,0.08878771456942176,0.07787562466285836,125,Activation
-0.08875167943098909,1.1340188001391024e-120,-0.13619535244468486,6.810216482925506e-283,act_CDK4_cyclinD1,0.08875167943098909,0.13619535244468486,126,Activation
0.08870905697054107,1.475873005144334e-120,0.12462230691865465,7.557175249515476e-237,act_ADK,0.08870905697054107,0.12462230691865465,127,Activation
-0.08825612977872857,2.4076212584548392e-119,-0.10200523976152866,5.84935922302191e-159,act_DRAK1,0.08825612977872857,0.10200523976152866,128,Activation
-0.08813120088461507,5.187190622661649e-119,-0.11701351606763945,7.23614782587726e-209,act_CSNK2A1,0.08813120088461507,0.11701351606763945,129,Activation
-0.08779018478658988,4.1920167214804e-118,-0.10779220896333024,2.2441962199386885e-177,act_MAP3K15,0.08779018478658988,0.10779220896333024,130,Activation
-0.0875611448111898,1.6979760387842042e-117,-0.11372355200077633,2.502981580964527e-197,act_ABL1_nonphosphorylated,0.0875611448111898,0.11372355200077633,131,Activation
-0.08748482844587098,2.703942352669066e-117,-0.11906862353451123,3.022208872984688e-216,act_CAMK1G,0.08748482844587098,0.11906862353451123,132,Activation
-0.0871121329814461,2.607578362521063e-116,-0.11381231557703227,1.2346967811045249e-197,act_ERK2,0.0871121329814461,0.11381231557703227,133,Activation
-0.08698035829503098,5.79722270715932e-116,-0.11345724232228042,2.0784709255201663e-196,act_JNK1,0.08698035829503098,0.11345724232228042,134,Activation
-0.08659788034115723,5.852390004034257e-115,-0.11191699558512092,3.9022652641646624e-191,act_CASK,0.08659788034115723,0.11191699558512092,135,Activation
0.08632623488416466,3.0044291658952663e-114,0.04887876572341021,8.991140915709813e-38,act_MAP4K2,0.08632623488416466,0.04887876572341021,136,Activation
-0.08607503701715621,1.3573943950863684e-113,-0.11421775873849924,4.859984957246336e-199,act_MEK5,0.08607503701715621,0.11421775873849924,137,Activation
-0.08598504393554306,2.327416128571228e-113,-0.11988891455250351,3.148561024123002e-219,act_HIPK4,0.08598504393554306,0.11988891455250351,138,Activation
-0.08587314146681163,4.5468045198171856e-113,-0.10054660785363488,1.7605663314041384e-154,act_PYK2,0.08587314146681163,0.10054660785363488,139,Activation
0.08569450888301919,1.3218290447716202e-112,0.0541190175808015,6.3410206858719695e-46,act_STK4,0.08569450888301919,0.0541190175808015,140,Activation
-0.08539480959914417,7.880703898734004e-112,-0.10406473514746867,2.1469543535486888e-165,act_DCAMKL3,0.08539480959914417,0.10406473514746867,141,Activation
0.08536142363512424,9.611077086889947e-112,0.14769339816121993,0,act_CDK12,0.08536142363512424,0.14769339816121993,142,Activation
0.08533357012280836,1.1341421882020149e-111,0.10889382040911533,5.344398606855125e-181,act_CDC42BPA,0.08533357012280836,0.10889382040911533,143,Activation
0.08532521041156216,1.1919031107786613e-111,0.06489549817005891,2.7524063342083897e-65,act_BTK,0.08532521041156216,0.06489549817005891,144,Activation
-0.08524925626920898,1.8713445589660148e-111,-0.10226838439832367,8.957021365408765e-160,act_MEK3,0.08524925626920898,0.10226838439832367,145,Activation
-0.08488000322627824,1.6675414613357524e-110,-0.07583841587355207,1.5273118143411507e-88,act_ROCK2,0.08488000322627824,0.07583841587355207,146,Activation
-0.0847970370372018,2.72231393922776e-110,-0.11415435117240443,8.0665867678349355e-199,act_HIPK1,0.0847970370372018,0.11415435117240443,147,Activation
0.0847184596407613,4.3285830025812586e-110,0.07799955445218897,1.4491537875282423e-93,act_PRKCA,0.0847184596407613,0.07799955445218897,148,Activation
-0.084691215450167,5.0831544134336494e-110,-0.13405496623310467,4.649964220318755e-274,act_AURKC,0.084691215450167,0.13405496623310467,149,Activation
-0.08461982831454992,7.742620269650829e-110,-0.10004693360710827,5.817603141914576e-153,act_MAPK9,0.08461982831454992,0.10004693360710827,150,Activation
-0.08409844705982596,1.6554987133080842e-108,-0.11158374416075438,5.279764418355589e-190,act_RIOK1,0.08409844705982596,0.11158374416075438,151,Activation
0.08407278662772973,1.9238626344207973e-108,0.01240201123273258,0.0011230432774626373,act_PAK4,0.08407278662772973,0.01240201123273258,152,Activation
0.08381041609986384,8.915247540649226e-108,0.032275007554433924,2.25538715372076e-17,act_NLK,0.08381041609986384,0.032275007554433924,153,Activation
-0.08375944964395816,1.2002027484260904e-107,-0.1021061495428199,2.850026593615103e-159,act_VRK2,0.08375944964395816,0.1021061495428199,154,Activation
0.08369505887156911,1.7469171069098485e-107,0.06799530323994075,1.6616757831422951e-71,act_GSK3A,0.08369505887156911,0.06799530323994075,155,Activation
-0.08362118926902883,2.6861577408734154e-107,-0.1056170621486021,2.480978318069001e-170,act_HIPK3,0.08362118926902883,0.1056170621486021,156,Activation
-0.08350543314743884,5.267577632602196e-107,-0.10253585757712533,1.3231904067519907e-160,act_ACTR2,0.08350543314743884,0.10253585757712533,157,Activation
-0.08337055047988706,1.1531903208438153e-106,-0.160625487827032,0,act_ZAK,0.08337055047988706,0.160625487827032,158,Activation
-0.0833299318812939,1.459711995021798e-106,-0.09530245641873512,6.38938392901943e-139,act_YSK4,0.0833299318812939,0.09530245641873512,159,Activation
0.08330773916855284,1.660257805723416e-106,0.09883693600735925,2.578960920821906e-149,act_PYGB,0.08330773916855284,0.09883693600735925,160,Activation
0.08330773916855284,1.660257805723416e-106,0.09883693600735925,2.578960920821906e-149,act_PYGL,0.08330773916855284,0.09883693600735925,161,Activation
0.08315073316897628,4.1236221208466277e-106,0.03809470539841865,1.378990907903794e-23,act_FER,0.08315073316897628,0.03809470539841865,162,Activation
0.08309299818562549,5.75942128418209e-106,0.0883494326423346,1.35618583898956e-119,act_IMPDH2,0.08309299818562549,0.0883494326423346,163,Activation
-0.08298746081114093,1.0601153487492212e-105,-0.1248323562707028,1.2028079739101525e-237,act_AXL,0.08298746081114093,0.1248323562707028,164,Activation
-0.0825267022143854,1.507315417880003e-104,-0.11807796805230832,1.1321020742494949e-212,act_ULK2,0.0825267022143854,0.11807796805230832,165,Activation
0.08219065503112812,1.0349801859047874e-103,0.05483355159815491,4.233367936218867e-47,act_STK3,0.08219065503112812,0.05483355159815491,166,Activation
-0.08191854831491009,4.896986752947576e-103,-0.08626090289222307,4.449248738449368e-114,act_NQO2,0.08191854831491009,0.08626090289222307,167,Activation
0.08163962013362189,2.3960874969137426e-102,0.05439252137307648,2.2596200721217272e-46,act_CDK18,0.08163962013362189,0.05439252137307648,168,Activation
-0.0815398911617979,4.2216216029051044e-102,-0.09945559477182704,3.569145725892535e-151,act_HIPK2,0.0815398911617979,0.09945559477182704,169,Activation
0.08103660292884929,7.280925592301509e-101,0.1064141107698272,6.770598277992947e-173,act_CABLES1,0.08103660292884929,0.1064141107698272,170,Activation
-0.08053296392202042,1.2360134883403938e-99,-0.09009293129918451,2.6627087868346715e-124,act_RIOK3,0.08053296392202042,0.09009293129918451,171,Activation
-0.08020007287013786,7.955456748098385e-99,-0.09548840227840996,1.8544629618408926e-139,act_INSRR,0.08020007287013786,0.09548840227840996,172,Activation
0.07938219866611296,7.465518866312733e-97,0.05997590935881239,5.170136371423795e-56,act_CDK2,0.07938219866611296,0.05997590935881239,173,Activation
-0.07932686068237996,1.0133919933395942e-96,-0.10921383821907138,4.6592653747613265e-182,act_ALK,0.07932686068237996,0.10921383821907138,174,Activation
-0.0789591884083763,7.677136512029664e-96,-0.08951239871650403,1.0068242919992558e-122,act_ERK8,0.0789591884083763,0.08951239871650403,175,Activation
0.07881835686534767,1.6632528435818976e-95,0.08454944631078741,1.1719713294423327e-109,act_SPAG9,0.07881835686534767,0.08454944631078741,176,Activation
0.07878494289270312,1.9977100488917167e-95,0.024281240063878964,1.7842717800439823e-10,act_FES,0.07878494289270312,0.024281240063878964,177,Activation
-0.0786226851408128,4.858027491789276e-95,-0.08324488166833058,2.3902639755124646e-106,act_ERK4,0.0786226851408128,0.08324488166833058,178,Activation
-0.07844265126062808,1.2993594395838865e-94,-0.08921545846415516,6.39607487023197e-122,act_FAK,0.07844265126062808,0.08921545846415516,179,Activation
-0.07812390401494455,7.375346151571635e-94,-0.09651495388647026,1.9192519187814404e-142,act_CLK2,0.07812390401494455,0.09651495388647026,180,Activation
-0.07800637330765692,1.3965016898037964e-93,-0.11785976611683374,6.868800872634995e-212,act_CDKL1,0.07800637330765692,0.11785976611683374,181,Activation
-0.07793201862087736,2.0904008717885024e-93,-0.11543163766918892,2.816755721584877e-203,act_LZK,0.07793201862087736,0.11543163766918892,182,Activation
-0.0779193171528379,2.2394370086684024e-93,-0.06570728125107689,6.904474854844343e-67,act_M4K1,0.0779193171528379,0.06570728125107689,183,Activation
0.07790407918764031,2.4322855415787946e-93,0.0873129868722128,7.697268621042186e-117,act_ETF1,0.07790407918764031,0.0873129868722128,184,Activation
-0.07774942806021738,5.619783347276953e-93,-0.09955678084754652,1.767700019139933e-151,act_PIP5K1A,0.07774942806021738,0.09955678084754652,185,Activation
0.0776703487126577,8.618173838349473e-93,0.07959690508743301,2.2763800920750537e-97,act_STRADA,0.0776703487126577,0.07959690508743301,186,Activation
-0.0776016999019977,1.2487151440110864e-92,-0.09333155299646147,2.7197656384151655e-133,act_EPHA6,0.0776016999019977,0.09333155299646147,187,Activation
-0.07723395024439889,9.052134830259818e-92,-0.10025499502929451,1.3587477358988804e-153,act_PIP5K2B,0.07723395024439889,0.10025499502929451,188,Activation
-0.07699043549970991,3.3430827120913474e-91,-0.11815974483217473,5.755129450749673e-213,act_GRK1,0.07699043549970991,0.11815974483217473,189,Activation
-0.0769452347873735,4.258606076854079e-91,-0.10881025760942566,1.009375815992806e-180,act_ULK1,0.0769452347873735,0.10881025760942566,190,Activation
-0.07683349871437464,7.7420856363285e-91,-0.09147334689372985,4.290178096548004e-128,act_RIPK5,0.07683349871437464,0.09147334689372985,191,Activation
-0.07633867546513966,1.0811567547903004e-89,-0.09379892120370605,1.2896803003257757e-134,act_JNK3,0.07633867546513966,0.09379892120370605,192,Activation
0.07622217951388613,2.0062235346280352e-89,0.06783460933629186,3.5489277123179835e-71,act_MFAP1,0.07622217951388613,0.06783460933629186,193,Activation
0.07622217951388613,2.0062235346280352e-89,0.06783460933629186,3.5489277123179835e-71,act_PTCD3,0.07622217951388613,0.06783460933629186,194,Activation
