pearson_r,pearson_p,spearman_r,spearman_p,feature,abs_pearson_r,abs_spearman_r,rank,feature_type
0.22625118076525225,0,0.19387181431878103,0,act_FAM58A_FAM58BP,0.22625118076525225,0.19387181431878103,1,Activation
0.22050985670176493,0,0.14735250669525857,0,act_TP53RK,0.22050985670176493,0.14735250669525857,2,Activation
0.2039658366352045,0,0.12867471627340266,1.7186283601410847e-252,act_RPS6KA5,0.2039658366352045,0.12867471627340266,3,Activation
0.18962372047669598,0,0.1678738355078837,0,act_CCNE1,0.18962372047669598,0.1678738355078837,4,Activation
0.1869096209312702,0,0.12851282263841743,7.413541998780801e-252,act_CAPZA1,0.1869096209312702,0.12851282263841743,5,Activation
0.1869096209312702,0,0.12851282263841743,7.413541998780801e-252,act_GLO1,0.1869096209312702,0.12851282263841743,6,Activation
0.1869096209312702,0,0.12851282263841743,7.413541998780801e-252,act_SNAP29,0.1869096209312702,0.12851282263841743,7,Activation
0.18368951854981835,0,0.1308635591047047,3.723330204751704e-261,act_DHX30,0.18368951854981835,0.1308635591047047,8,Activation
0.18368951854981835,0,0.1308635591047047,3.723330204751704e-261,act_FADS2,0.18368951854981835,0.1308635591047047,9,Activation
0.18368951854981835,0,0.1308635591047047,3.723330204751704e-261,act_SUMO2,0.18368951854981835,0.1308635591047047,10,Activation
0.18368951854981835,0,0.1308635591047047,3.723330204751704e-261,act_PRKCE_PRKCH,0.18368951854981835,0.1308635591047047,11,Activation
0.1836895185498183,0,0.1308635591047047,3.723330204751704e-261,act_SMS,0.1836895185498183,0.1308635591047047,12,Activation
0.18368951854981821,0,0.1308635591047047,3.723330204751704e-261,act_SLC5A1,0.18368951854981821,0.1308635591047047,13,Activation
0.18172598100853762,0,0.1561916190397833,0,act_MAP2K1,0.18172598100853762,0.1561916190397833,14,Activation
0.18153712922870194,0,0.17359270781744693,0,act_CCNH,0.18153712922870194,0.17359270781744693,15,Activation
0.1728168652844274,0,0.1855126943280174,0,act_GSKIP,0.1728168652844274,0.1855126943280174,16,Activation
0.1618898676394343,0,0.12282572101784688,4.453031830119918e-230,act_PRKAB2,0.1618898676394343,0.12282572101784688,17,Activation
0.15855744464934945,0,0.10571649692239303,1.1907717742884356e-170,act_LAGE3,0.15855744464934945,0.10571649692239303,18,Activation
0.15782211528370607,0,0.14562206385603355,2e-323,act_MAP2K2,0.15782211528370607,0.14562206385603355,19,Activation
0.15647475230843158,0,0.12995189575446744,1.5775014058658017e-257,act_CDC42BPG,0.15647475230843158,0.12995189575446744,20,Activation
0.15602809164364614,0,0.13154734026687723,6.812791556438101e-264,act_DCAF7,0.15602809164364614,0.13154734026687723,21,Activation
0.15450838188952695,0,0.0982802653061911,1.1857414150454066e-147,act_TPRKB,0.15450838188952695,0.0982802653061911,22,Activation
0.15194128193906006,0,0.1260562784732164,2.5228675703988646e-242,act_TESK2,0.15194128193906006,0.1260562784732164,23,Activation
-0.15024629656841124,0,-0.15538271295876446,0,act_FLT3,0.15024629656841124,0.15538271295876446,24,Activation
0.14996750462482394,0,0.1535642177823858,0,act_ERCC2,0.14996750462482394,0.1535642177823858,25,Activation
0.1485109522088731,0,0.14218716142782356,2.1389286381372954e-308,act_MYLK3,0.1485109522088731,0.14218716142782356,26,Activation
0.14673782753466258,0,0.11969002851866571,1.6714912875224364e-218,act_RPS6KA4,0.14673782753466258,0.11969002851866571,27,Activation
0.14315281293385615,1.298199640787e-312,0.1503979051349966,0,act_CKS1B,0.14315281293385615,0.1503979051349966,28,Activation
0.13916211923801655,2.2290991237533232e-295,0.1536451574282953,0,act_CAB39,0.13916211923801655,0.1536451574282953,29,Activation
0.13909750370443835,4.19782323530749e-295,0.13523742377433115,6.380549240689599e-279,act_DCK,0.13909750370443835,0.13523742377433115,30,Activation
0.13870536180439036,1.9430176648229997e-293,0.10394939156528527,4.962499960554559e-165,act_RPS6KA1,0.13870536180439036,0.10394939156528527,31,Activation
0.1371617136327936,6.267054019874104e-287,0.15002670680318153,0,act_MNAT1,0.1371617136327936,0.15002670680318153,32,Activation
0.13690778089667047,7.252744691664384e-286,0.1247452864367701,2.57762383987155e-237,act_PKN3,0.13690778089667047,0.1247452864367701,33,Activation
-0.13546656020930484,7.202294810112308e-280,-0.17665136467768455,0,act_BMPR2,0.13546656020930484,0.17665136467768455,34,Activation
-0.13527614394369564,4.4145083507495344e-279,-0.16169761549511835,0,act_MAPK11,0.13527614394369564,0.16169761549511835,35,Activation
0.13501395379691197,5.336012156652884e-278,0.1516052020830768,0,act_CCNB2,0.13501395379691197,0.1516052020830768,36,Activation
0.13434280337835366,3.075068297119981e-275,0.14133389821760714,1.0754062250727535e-304,act_CDK1,0.13434280337835366,0.14133389821760714,37,Activation
0.13392891952132854,1.5246892495033393e-273,0.05687900987740459,1.5022851202824216e-50,act_MELK,0.13392891952132854,0.05687900987740459,38,Activation
0.13257750726285564,4.798113485712017e-268,0.07706508404464352,2.240813682851522e-91,act_CAMKK2,0.13257750726285564,0.07706508404464352,39,Activation
0.13246006733398336,1.4325917669745256e-267,0.08073097382482453,4.068415034894824e-100,act_OSGEP,0.13246006733398336,0.08073097382482453,40,Activation
0.13109063924423855,4.607038151825391e-262,0.10423109017863821,6.401672195278149e-166,act_PRKAG2,0.13109063924423855,0.10423109017863821,41,Activation
0.13066514603233645,2.3043302605020575e-260,0.10752497127192659,1.6762034138463625e-176,act_EIF3M,0.13066514603233645,0.10752497127192659,42,Activation
0.13049607744170819,1.0866818768200235e-259,0.040685909585477235,1.1177508499634967e-26,act_ACVR1B,0.13049607744170819,0.040685909585477235,43,Activation
0.12861951794246398,2.8296150049542853e-252,0.11537616241423697,4.409396113165944e-203,act_RPS6KA6,0.12861951794246398,0.11537616241423697,44,Activation
0.1280165429591504,6.471134730941498e-250,0.1299581070976819,1.4905502654456168e-257,act_CHD4,0.1280165429591504,0.1299581070976819,45,Activation
0.127978177745814,9.134916021331443e-250,0.09042577904988099,3.2819517518783234e-125,act_PIP4K2C,0.127978177745814,0.09042577904988099,46,Activation
-0.1255192608690357,2.886503010515223e-240,-0.14116993128612984,5.497855444868808e-304,act_TTK,0.1255192608690357,0.14116993128612984,47,Activation
0.12462069836478422,7.664193685861884e-237,0.08794068978352589,1.6685812768680291e-118,act_PRKAG1,0.12462069836478422,0.08794068978352589,48,Activation
0.12135982786383238,1.2526993706530573e-224,0.0908145279446602,2.8180180978474382e-126,act_PIK3R1,0.12135982786383238,0.0908145279446602,49,Activation
0.1213598278638323,1.2526993706538417e-224,0.0908145279446602,2.8180180978474382e-126,act_CAPNS1,0.1213598278638323,0.0908145279446602,50,Activation
0.1213598278638323,1.2526993706538417e-224,0.0908145279446602,2.8180180978474382e-126,act_STK38,0.1213598278638323,0.0908145279446602,51,Activation
0.12099915182676903,2.680920752236845e-223,0.09826879312437195,1.2827802364033075e-147,act_JAK2,0.12099915182676903,0.09826879312437195,52,Activation
-0.12008431077038663,6.090281183962625e-220,-0.12508408149596237,1.3238723419422065e-238,act_NEK4,0.12008431077038663,0.12508408149596237,53,Activation
0.11909724731648665,2.3802095139909456e-216,0.10583432998681583,4.984846505175218e-171,act_PTK2,0.11909724731648665,0.10583432998681583,54,Activation
0.11877820526308103,3.3971661683307024e-215,0.13619862382807493,6.600055234280109e-283,act_AFF1,0.11877820526308103,0.13619862382807493,55,Activation
0.11825632106900717,2.586902837743069e-213,0.10484812162408085,7.072391770813546e-168,act_CAMK4,0.11825632106900717,0.10484812162408085,56,Activation
0.11623513460094889,4.1686829438973903e-206,0.13843335590349318,2.7595472723098473e-292,act_AFF4,0.11623513460094889,0.13843335590349318,57,Activation
-0.11588343376792776,7.262609355900331e-205,-0.11839662149049782,8.08649161057173e-214,act_IKK_beta,0.11588343376792776,0.11839662149049782,58,Activation
0.11588084291430907,7.4168769076085505e-205,0.11336780890152111,4.2263769166350046e-196,act_PRKX_PRKY,0.11588084291430907,0.11336780890152111,59,Activation
-0.11557562747642706,8.792785865679917e-204,-0.116765044796384,5.530335876053066e-208,act_TRKA,0.11557562747642706,0.116765044796384,60,Activation
0.115533351888936,1.2377842194707376e-203,0.11166571375126158,2.78400597640849e-190,act_PLA2G2A,0.115533351888936,0.11166571375126158,61,Activation
-0.11514617305006045,2.820027657511541e-202,-0.12753680700636036,4.784857480683304e-248,act_MYLK,0.11514617305006045,0.12753680700636036,62,Activation
0.11484383983241711,3.214483594015683e-201,0.08215532294621442,1.266792848597034e-103,act_PRKAB1,0.11484383983241711,0.08215532294621442,63,Activation
0.1145448459352382,3.544020174972795e-200,0.12127059084692111,2.6754522837049636e-224,act_CCNB1,0.1145448459352382,0.12127059084692111,64,Activation
-0.1143244667442709,2.0702559917149976e-199,-0.10820139922152383,1.022445621561628e-178,act_IKK_alpha,0.1143244667442709,0.10820139922152383,65,Activation
0.11384038783012382,9.8730270818987e-198,0.1049887088561226,2.5240017515553367e-168,act_ERLIN2,0.11384038783012382,0.1049887088561226,66,Activation
-0.11358985046707071,7.248761396644904e-197,-0.10240730100198184,3.3195871477617966e-160,act_p38_gamma,0.11358985046707071,0.10240730100198184,67,Activation
0.11293067757265958,1.3456184470846097e-194,0.08983633904332938,1.3301519023966653e-123,act_PTK2B,0.11293067757265958,0.08983633904332938,68,Activation
-0.1125658603353838,2.3916310969239917e-193,-0.13808396466663775,8.271815071549747e-291,act_MINK,0.1125658603353838,0.13808396466663775,69,Activation
-0.11221312185271404,3.829592928086864e-192,-0.097227867373778,1.5523526617568573e-144,act_NIK,0.11221312185271404,0.097227867373778,70,Activation
-0.11030645217690628,1.0634562034027177e-185,-0.14559732501555453,2e-323,act_INSR,0.11030645217690628,0.14559732501555453,71,Activation
-0.11002709408836503,9.147953936142388e-185,-0.1019164493691638,1.1005376861396803e-158,act_WNK2,0.11002709408836503,0.1019164493691638,72,Activation
-0.10984066654009345,3.834224902955935e-184,-0.10494494628152444,3.4789450720618464e-168,act_p38_beta,0.10984066654009345,0.10494494628152444,73,Activation
-0.10848102676432861,1.2301860245785167e-179,-0.10259046468509289,8.949280508275668e-161,act_AP2A1,0.10848102676432861,0.10259046468509289,74,Activation
0.1084583103265659,1.4614149603276306e-179,0.06121859584051378,2.7538841029608204e-58,act_UNC119,0.1084583103265659,0.06121859584051378,75,Activation
-0.10598388212711653,1.6483753235790932e-171,-0.12606445985850157,2.346733744237334e-242,act_NEK3,0.10598388212711653,0.12606445985850157,76,Activation
-0.10579166899643598,6.83311605369261e-171,-0.10735871586445149,5.841053048650335e-176,act_OSR1,0.10579166899643598,0.10735871586445149,77,Activation
-0.10566243611326553,1.7749617780322753e-170,-0.11816049055723264,5.719718913145448e-213,act_LOK,0.10566243611326553,0.11816049055723264,78,Activation
-0.10505637121464566,1.5364146584652095e-168,-0.10722680199165167,1.5705702332881878e-175,act_CSNK1A1L,0.10505637121464566,0.10722680199165167,79,Activation
-0.1045468285243496,6.40466596812228e-167,-0.10699927652638022,8.623979978450283e-175,act_PFTAIRE2,0.1045468285243496,0.10699927652638022,80,Activation
0.1045056800306466,8.649069445225177e-167,0.00409106765654401,0.2825550947215239,act_MAPKAPK5,0.1045056800306466,0.00409106765654401,81,Activation
0.10446796511308273,1.1389618381724563e-166,0.06475584925748595,5.1647225963084695e-65,act_CDK7,0.10446796511308273,0.06475584925748595,82,Activation
-0.10428031296429577,4.4733256587532766e-166,-0.12457250412785864,1.1678883798700328e-236,act_ASK1,0.10428031296429577,0.12457250412785864,83,Activation
-0.10412714440978697,1.3638513677385318e-165,-0.16464548936052223,0,act_PIK4CB,0.10412714440978697,0.16464548936052223,84,Activation
-0.10390630110108938,6.784747890010744e-165,-0.1587173814377103,0,act_BUB1,0.10390630110108938,0.1587173814377103,85,Activation
0.10321101617631318,1.0359349506359985e-162,0.07088010123605065,1.483487828700888e-77,act_PRKAA1,0.10321101617631318,0.07088010123605065,86,Activation
